payment_event_id,transaction_id,event_sequence,event_type,status,currency,event_amount_minor,event_time
PEV-000012473,TXN-00004369,1,INITIATED,RECORDED,USD,10911,2026-01-26 03:41:28
PEV-000012474,TXN-00004369,2,AUTHORIZED,RECORDED,USD,10911,2026-01-26 03:42:13
PEV-000012475,TXN-00004369,3,CAPTURED,RECORDED,USD,10911,2026-01-26 03:42:58
PEV-000012476,TXN-00004370,1,INITIATED,RECORDED,USD,8105,2026-01-06 04:38:27
PEV-000012477,TXN-00004370,2,AUTHORIZED,RECORDED,USD,8105,2026-01-06 04:39:12
PEV-000012478,TXN-00004370,3,CAPTURED,RECORDED,USD,8105,2026-01-06 04:39:57
PEV-000012479,TXN-00004371,1,INITIATED,RECORDED,THB,612,2026-01-12 16:03:59
PEV-000012480,TXN-00004371,2,AUTHORIZED,RECORDED,THB,612,2026-01-12 16:04:44
PEV-000012481,TXN-00004372,1,INITIATED,RECORDED,USD,42303,2026-01-25 04:23:37
PEV-000012482,TXN-00004372,2,AUTHORIZED,RECORDED,USD,42303,2026-01-25 04:24:22
PEV-000012483,TXN-00004372,3,CAPTURED,RECORDED,USD,42303,2026-01-25 04:25:07
PEV-000012484,TXN-00004373,1,INITIATED,RECORDED,THB,17706,2026-01-22 15:16:08
PEV-000012485,TXN-00004373,2,AUTHORIZED,RECORDED,THB,17706,2026-01-22 15:16:53
PEV-000012486,TXN-00004373,3,CAPTURED,RECORDED,THB,17706,2026-01-22 15:17:38
PEV-000012487,TXN-00004374,1,INITIATED,RECORDED,USD,2907,2026-02-19 13:42:29
PEV-000012488,TXN-00004374,2,AUTHORIZED,RECORDED,USD,2907,2026-02-19 13:43:14
PEV-000012489,TXN-00004374,3,CAPTURED,RECORDED,USD,2907,2026-02-19 13:43:59
PEV-000012490,TXN-00004375,1,INITIATED,RECORDED,SGD,3559,2026-01-18 11:30:31
PEV-000012491,TXN-00004375,2,AUTHORIZED,RECORDED,SGD,3559,2026-01-18 11:31:16
PEV-000012492,TXN-00004375,3,CANCELLED,RECORDED,SGD,3559,2026-01-18 11:32:01
PEV-000012493,TXN-00004376,1,INITIATED,RECORDED,SGD,9071,2026-01-30 09:25:04
PEV-000012494,TXN-00004376,2,AUTHORIZED,RECORDED,SGD,9071,2026-01-30 09:25:49
PEV-000012495,TXN-00004376,3,CAPTURED,RECORDED,SGD,9071,2026-01-30 09:26:34
PEV-000012496,TXN-00004377,1,INITIATED,RECORDED,USD,4229,2026-02-06 16:33:56
PEV-000012497,TXN-00004377,2,AUTHORIZED,RECORDED,USD,4229,2026-02-06 16:34:41
PEV-000012498,TXN-00004377,3,CAPTURED,RECORDED,USD,4229,2026-02-06 16:35:26
PEV-000012499,TXN-00004378,1,INITIATED,RECORDED,SGD,8126,2026-01-08 23:58:50
PEV-000012500,TXN-00004378,2,AUTHORIZED,RECORDED,SGD,8126,2026-01-08 23:59:35
PEV-000012501,TXN-00004378,3,CAPTURED,RECORDED,SGD,8126,2026-01-09 00:00:20
PEV-000012502,TXN-00004379,1,INITIATED,RECORDED,SGD,19036,2026-02-09 23:48:00
PEV-000012503,TXN-00004379,2,AUTHORIZED,RECORDED,SGD,19036,2026-02-09 23:48:45
PEV-000012504,TXN-00004379,3,CAPTURED,RECORDED,SGD,19036,2026-02-09 23:49:30
PEV-000012505,TXN-00004380,1,INITIATED,RECORDED,USD,37616,2026-02-23 14:38:55
PEV-000012506,TXN-00004380,2,DECLINED,RECORDED,USD,37616,2026-02-23 14:39:40
PEV-000012507,TXN-00004381,1,INITIATED,RECORDED,SGD,3302,2026-01-04 12:04:46
PEV-000012508,TXN-00004381,2,AUTHORIZED,RECORDED,SGD,3302,2026-01-04 12:05:31
PEV-000012509,TXN-00004381,3,CAPTURED,RECORDED,SGD,3302,2026-01-04 12:06:16
PEV-000012510,TXN-00004382,1,INITIATED,RECORDED,SGD,7510,2026-01-04 08:35:09
PEV-000012511,TXN-00004382,2,AUTHORIZED,RECORDED,SGD,7510,2026-01-04 08:35:54
PEV-000012512,TXN-00004382,3,CAPTURED,RECORDED,SGD,7510,2026-01-04 08:36:39
PEV-000012513,TXN-00004383,1,INITIATED,RECORDED,SGD,3615,2026-02-21 03:26:27
PEV-000012514,TXN-00004383,2,AUTHORIZED,RECORDED,SGD,3615,2026-02-21 03:27:12
PEV-000012515,TXN-00004383,3,CAPTURED,RECORDED,SGD,3615,2026-02-21 03:27:57
PEV-000012516,TXN-00004384,1,INITIATED,RECORDED,USD,1444,2026-01-27 00:43:27
PEV-000012517,TXN-00004384,2,AUTHORIZED,RECORDED,USD,1444,2026-01-27 00:44:12
PEV-000012518,TXN-00004384,3,CAPTURED,RECORDED,USD,1444,2026-01-27 00:44:57
PEV-000012519,TXN-00004385,1,INITIATED,RECORDED,SGD,3136,2026-01-08 01:29:46
PEV-000012520,TXN-00004385,2,AUTHORIZED,RECORDED,SGD,3136,2026-01-08 01:30:31
PEV-000012521,TXN-00004385,3,CANCELLED,RECORDED,SGD,3136,2026-01-08 01:31:16
PEV-000012522,TXN-00004386,1,INITIATED,RECORDED,SGD,5820,2026-02-14 20:39:46
PEV-000012523,TXN-00004386,2,AUTHORIZED,RECORDED,SGD,5820,2026-02-14 20:40:31
PEV-000012524,TXN-00004387,1,INITIATED,RECORDED,USD,3740,2026-02-07 15:43:28
PEV-000012525,TXN-00004387,2,AUTHORIZED,RECORDED,USD,3740,2026-02-07 15:44:13
PEV-000012526,TXN-00004387,3,CAPTURED,RECORDED,USD,3740,2026-02-07 15:44:58
PEV-000012527,TXN-00004388,1,INITIATED,RECORDED,SGD,2285,2026-01-06 09:14:00
PEV-000012528,TXN-00004388,2,AUTHORIZED,RECORDED,SGD,2285,2026-01-06 09:14:45
PEV-000012529,TXN-00004388,3,CAPTURED,RECORDED,SGD,2285,2026-01-06 09:15:30
PEV-000012530,TXN-00004389,1,INITIATED,RECORDED,SGD,2990,2026-01-23 09:56:20
PEV-000012531,TXN-00004389,2,AUTHORIZED,RECORDED,SGD,2990,2026-01-23 09:57:05
PEV-000012532,TXN-00004389,3,CAPTURED,RECORDED,SGD,2990,2026-01-23 09:57:50
PEV-000012533,TXN-00004390,1,INITIATED,RECORDED,THB,5707,2026-02-04 11:54:51
PEV-000012534,TXN-00004390,2,AUTHORIZED,RECORDED,THB,5707,2026-02-04 11:55:36
PEV-000012535,TXN-00004390,3,CAPTURED,RECORDED,THB,5707,2026-02-04 11:56:21
PEV-000012536,TXN-00004391,1,INITIATED,RECORDED,SGD,7553,2026-01-15 04:00:51
PEV-000012537,TXN-00004391,2,DECLINED,RECORDED,SGD,7553,2026-01-15 04:01:36
PEV-000012538,TXN-00004392,1,INITIATED,RECORDED,SGD,3852,2026-01-20 00:25:14
PEV-000012539,TXN-00004392,2,AUTHORIZED,RECORDED,SGD,3852,2026-01-20 00:25:59
PEV-000012540,TXN-00004392,3,CAPTURED,RECORDED,SGD,3852,2026-01-20 00:26:44
PEV-000012541,TXN-00004393,1,INITIATED,RECORDED,SGD,2113,2026-02-04 08:56:13
PEV-000012542,TXN-00004393,2,AUTHORIZED,RECORDED,SGD,2113,2026-02-04 08:56:58
PEV-000012543,TXN-00004393,3,CANCELLED,RECORDED,SGD,2113,2026-02-04 08:57:43
PEV-000012544,TXN-00004394,1,INITIATED,RECORDED,SGD,1321,2026-01-23 21:07:19
PEV-000012545,TXN-00004394,2,AUTHORIZED,RECORDED,SGD,1321,2026-01-23 21:08:04
PEV-000012546,TXN-00004394,3,CAPTURED,RECORDED,SGD,1321,2026-01-23 21:08:49
PEV-000012547,TXN-00004395,1,INITIATED,RECORDED,THB,1254,2026-01-05 13:34:41
PEV-000012548,TXN-00004395,2,AUTHORIZED,RECORDED,THB,1254,2026-01-05 13:35:26
PEV-000012549,TXN-00004395,3,CAPTURED,RECORDED,THB,1254,2026-01-05 13:36:11
PEV-000012550,TXN-00004396,1,INITIATED,RECORDED,THB,17694,2026-02-27 11:34:28
PEV-000012551,TXN-00004396,2,AUTHORIZED,RECORDED,THB,17694,2026-02-27 11:35:13
PEV-000012552,TXN-00004397,1,INITIATED,RECORDED,USD,685,2026-01-16 17:05:14
PEV-000012553,TXN-00004397,2,AUTHORIZED,RECORDED,USD,685,2026-01-16 17:05:59
PEV-000012554,TXN-00004397,3,CAPTURED,RECORDED,USD,685,2026-01-16 17:06:44
PEV-000012555,TXN-00004398,1,INITIATED,RECORDED,USD,4392,2026-01-24 03:53:13
PEV-000012556,TXN-00004398,2,AUTHORIZED,RECORDED,USD,4392,2026-01-24 03:53:58
PEV-000012557,TXN-00004398,3,CAPTURED,RECORDED,USD,4392,2026-01-24 03:54:43
PEV-000012558,TXN-00004399,1,INITIATED,RECORDED,THB,2047,2026-01-19 14:17:02
PEV-000012559,TXN-00004399,2,AUTHORIZED,RECORDED,THB,2047,2026-01-19 14:17:47
PEV-000012560,TXN-00004399,3,CAPTURED,RECORDED,THB,2047,2026-01-19 14:18:32
PEV-000012561,TXN-00004400,1,INITIATED,RECORDED,SGD,2330,2026-01-02 11:55:36
PEV-000012562,TXN-00004400,2,AUTHORIZED,RECORDED,SGD,2330,2026-01-02 11:56:21
PEV-000012563,TXN-00004400,3,CAPTURED,RECORDED,SGD,2330,2026-01-02 11:57:06
PEV-000012564,TXN-00004401,1,INITIATED,RECORDED,THB,18655,2026-02-25 17:25:28
PEV-000012565,TXN-00004401,2,AUTHORIZED,RECORDED,THB,18655,2026-02-25 17:26:13
PEV-000012566,TXN-00004401,3,CAPTURED,RECORDED,THB,18655,2026-02-25 17:26:58
PEV-000012567,TXN-00004402,1,INITIATED,RECORDED,THB,10510,2026-03-01 07:02:47
PEV-000012568,TXN-00004402,2,AUTHORIZED,RECORDED,THB,10510,2026-03-01 07:03:32
PEV-000012569,TXN-00004403,1,INITIATED,RECORDED,USD,1005,2026-02-27 05:43:39
PEV-000012570,TXN-00004403,2,AUTHORIZED,RECORDED,USD,1005,2026-02-27 05:44:24
PEV-000012571,TXN-00004403,3,CAPTURED,RECORDED,USD,1005,2026-02-27 05:45:09
PEV-000012572,TXN-00004404,1,INITIATED,RECORDED,THB,22023,2026-02-02 09:26:59
PEV-000012573,TXN-00004404,2,AUTHORIZED,RECORDED,THB,22023,2026-02-02 09:27:44
PEV-000012574,TXN-00004404,3,CAPTURED,RECORDED,THB,22023,2026-02-02 09:28:29
PEV-000012575,TXN-00004405,1,INITIATED,RECORDED,THB,3209,2026-01-16 07:49:17
PEV-000012576,TXN-00004405,2,AUTHORIZED,RECORDED,THB,3209,2026-01-16 07:50:02
PEV-000012577,TXN-00004405,3,CANCELLED,RECORDED,THB,3209,2026-01-16 07:50:47
PEV-000012578,TXN-00004406,1,INITIATED,RECORDED,SGD,9635,2026-01-11 11:25:25
PEV-000012579,TXN-00004406,2,AUTHORIZED,RECORDED,SGD,9635,2026-01-11 11:26:10
PEV-000012580,TXN-00004406,3,CAPTURED,RECORDED,SGD,9635,2026-01-11 11:26:55
PEV-000012581,TXN-00004407,1,INITIATED,RECORDED,SGD,4567,2026-02-13 13:58:53
PEV-000012582,TXN-00004407,2,DECLINED,RECORDED,SGD,4567,2026-02-13 13:59:38
PEV-000012583,TXN-00004408,1,INITIATED,RECORDED,THB,6730,2026-01-25 15:46:34
PEV-000012584,TXN-00004408,2,AUTHORIZED,RECORDED,THB,6730,2026-01-25 15:47:19
PEV-000012585,TXN-00004408,3,CAPTURED,RECORDED,THB,6730,2026-01-25 15:48:04
PEV-000012586,TXN-00004409,1,INITIATED,RECORDED,USD,8171,2026-02-12 10:27:23
PEV-000012587,TXN-00004409,2,AUTHORIZED,RECORDED,USD,8171,2026-02-12 10:28:08
PEV-000012588,TXN-00004409,3,CAPTURED,RECORDED,USD,8171,2026-02-12 10:28:53
PEV-000012589,TXN-00004410,1,INITIATED,RECORDED,THB,1217,2026-02-05 13:57:43
PEV-000012590,TXN-00004410,2,AUTHORIZED,RECORDED,THB,1217,2026-02-05 13:58:28
PEV-000012591,TXN-00004410,3,CAPTURED,RECORDED,THB,1217,2026-02-05 13:59:13
PEV-000012592,TXN-00004411,1,INITIATED,RECORDED,THB,9035,2026-01-13 12:17:36
PEV-000012593,TXN-00004411,2,AUTHORIZED,RECORDED,THB,9035,2026-01-13 12:18:21
PEV-000012594,TXN-00004411,3,CAPTURED,RECORDED,THB,9035,2026-01-13 12:19:06
PEV-000012595,TXN-00004412,1,INITIATED,RECORDED,THB,7655,2026-02-27 14:08:41
PEV-000012596,TXN-00004412,2,AUTHORIZED,RECORDED,THB,7655,2026-02-27 14:09:26
PEV-000012597,TXN-00004412,3,CAPTURED,RECORDED,THB,7655,2026-02-27 14:10:11
PEV-000012598,TXN-00004413,1,INITIATED,RECORDED,USD,15781,2026-01-01 09:27:27
PEV-000012599,TXN-00004413,2,AUTHORIZED,RECORDED,USD,15781,2026-01-01 09:28:12
PEV-000012600,TXN-00004413,3,CANCELLED,RECORDED,USD,15781,2026-01-01 09:28:57
PEV-000012601,TXN-00004414,1,INITIATED,RECORDED,SGD,1393,2026-02-18 05:26:49
PEV-000012602,TXN-00004414,2,AUTHORIZED,RECORDED,SGD,1393,2026-02-18 05:27:34
PEV-000012603,TXN-00004414,3,CAPTURED,RECORDED,SGD,1393,2026-02-18 05:28:19
PEV-000012604,TXN-00004415,1,INITIATED,RECORDED,USD,4623,2026-02-14 23:16:41
PEV-000012605,TXN-00004415,2,AUTHORIZED,RECORDED,USD,4623,2026-02-14 23:17:26
PEV-000012606,TXN-00004415,3,CAPTURED,RECORDED,USD,4623,2026-02-14 23:18:11
PEV-000012607,TXN-00004416,1,INITIATED,RECORDED,USD,7475,2026-01-01 08:26:52
PEV-000012608,TXN-00004416,2,AUTHORIZED,RECORDED,USD,7475,2026-01-01 08:27:37
PEV-000012609,TXN-00004416,3,CAPTURED,RECORDED,USD,7475,2026-01-01 08:28:22
PEV-000012610,TXN-00004417,1,INITIATED,RECORDED,USD,5928,2026-01-27 03:47:10
PEV-000012611,TXN-00004417,2,AUTHORIZED,RECORDED,USD,5928,2026-01-27 03:47:55
PEV-000012612,TXN-00004417,3,CAPTURED,RECORDED,USD,5928,2026-01-27 03:48:40
PEV-000012613,TXN-00004418,1,INITIATED,RECORDED,USD,1107,2026-01-18 23:56:30
PEV-000012614,TXN-00004418,2,AUTHORIZED,RECORDED,USD,1107,2026-01-18 23:57:15
PEV-000012615,TXN-00004418,3,CAPTURED,RECORDED,USD,1107,2026-01-18 23:58:00
PEV-000012616,TXN-00004419,1,INITIATED,RECORDED,SGD,15910,2026-01-22 21:53:08
PEV-000012617,TXN-00004419,2,AUTHORIZED,RECORDED,SGD,15910,2026-01-22 21:53:53
PEV-000012618,TXN-00004419,3,CAPTURED,RECORDED,SGD,15910,2026-01-22 21:54:38
PEV-000012619,TXN-00004420,1,INITIATED,RECORDED,SGD,5728,2026-01-01 03:44:00
PEV-000012620,TXN-00004420,2,AUTHORIZED,RECORDED,SGD,5728,2026-01-01 03:44:45
PEV-000012621,TXN-00004420,3,CAPTURED,RECORDED,SGD,5728,2026-01-01 03:45:30
PEV-000012622,TXN-00004421,1,INITIATED,RECORDED,THB,7978,2026-02-24 05:46:10
PEV-000012623,TXN-00004421,2,AUTHORIZED,RECORDED,THB,7978,2026-02-24 05:46:55
PEV-000012624,TXN-00004421,3,CAPTURED,RECORDED,THB,7978,2026-02-24 05:47:40
PEV-000012625,TXN-00004422,1,INITIATED,RECORDED,SGD,7679,2026-02-12 20:11:02
PEV-000012626,TXN-00004422,2,AUTHORIZED,RECORDED,SGD,7679,2026-02-12 20:11:47
PEV-000012627,TXN-00004422,3,CANCELLED,RECORDED,SGD,7679,2026-02-12 20:12:32
PEV-000012628,TXN-00004423,1,INITIATED,RECORDED,USD,3375,2026-01-24 02:02:59
PEV-000012629,TXN-00004423,2,AUTHORIZED,RECORDED,USD,3375,2026-01-24 02:03:44
PEV-000012630,TXN-00004423,3,CAPTURED,RECORDED,USD,3375,2026-01-24 02:04:29
PEV-000012631,TXN-00004424,1,INITIATED,RECORDED,USD,17315,2026-01-09 03:21:35
PEV-000012632,TXN-00004424,2,AUTHORIZED,RECORDED,USD,17315,2026-01-09 03:22:20
PEV-000012633,TXN-00004424,3,CAPTURED,RECORDED,USD,17315,2026-01-09 03:23:05
PEV-000012634,TXN-00004425,1,INITIATED,RECORDED,SGD,7153,2026-01-28 02:57:33
PEV-000012635,TXN-00004425,2,AUTHORIZED,RECORDED,SGD,7153,2026-01-28 02:58:18
PEV-000012636,TXN-00004425,3,CAPTURED,RECORDED,SGD,7153,2026-01-28 02:59:03
PEV-000012637,TXN-00004426,1,INITIATED,RECORDED,THB,2627,2026-01-31 12:56:10
PEV-000012638,TXN-00004426,2,AUTHORIZED,RECORDED,THB,2627,2026-01-31 12:56:55
PEV-000012639,TXN-00004426,3,CAPTURED,RECORDED,THB,2627,2026-01-31 12:57:40
PEV-000012640,TXN-00004427,1,INITIATED,RECORDED,THB,7045,2026-01-24 23:07:57
PEV-000012641,TXN-00004427,2,AUTHORIZED,RECORDED,THB,7045,2026-01-24 23:08:42
PEV-000012642,TXN-00004427,3,CAPTURED,RECORDED,THB,7045,2026-01-24 23:09:27
PEV-000012643,TXN-00004428,1,INITIATED,RECORDED,SGD,4757,2026-02-06 11:41:24
PEV-000012644,TXN-00004428,2,AUTHORIZED,RECORDED,SGD,4757,2026-02-06 11:42:09
PEV-000012645,TXN-00004428,3,CAPTURED,RECORDED,SGD,4757,2026-02-06 11:42:54
PEV-000012646,TXN-00004429,1,INITIATED,RECORDED,USD,9536,2026-02-25 20:14:05
PEV-000012647,TXN-00004429,2,DECLINED,RECORDED,USD,9536,2026-02-25 20:14:50
PEV-000012648,TXN-00004430,1,INITIATED,RECORDED,SGD,2110,2026-01-27 19:19:34
PEV-000012649,TXN-00004430,2,DECLINED,RECORDED,SGD,2110,2026-01-27 19:20:19
PEV-000012650,TXN-00004431,1,INITIATED,RECORDED,USD,969,2026-02-17 06:04:51
PEV-000012651,TXN-00004431,2,AUTHORIZED,RECORDED,USD,969,2026-02-17 06:05:36
PEV-000012652,TXN-00004431,3,CAPTURED,RECORDED,USD,969,2026-02-17 06:06:21
PEV-000012653,TXN-00004432,1,INITIATED,RECORDED,USD,627,2026-02-05 20:22:28
PEV-000012654,TXN-00004432,2,AUTHORIZED,RECORDED,USD,627,2026-02-05 20:23:13
PEV-000012655,TXN-00004432,3,CAPTURED,RECORDED,USD,627,2026-02-05 20:23:58
PEV-000012656,TXN-00004433,1,INITIATED,RECORDED,SGD,13184,2026-01-24 04:47:29
PEV-000012657,TXN-00004433,2,AUTHORIZED,RECORDED,SGD,13184,2026-01-24 04:48:14
PEV-000012658,TXN-00004433,3,CAPTURED,RECORDED,SGD,13184,2026-01-24 04:48:59
PEV-000012659,TXN-00004434,1,INITIATED,RECORDED,SGD,2480,2026-01-12 05:14:21
PEV-000012660,TXN-00004434,2,AUTHORIZED,RECORDED,SGD,2480,2026-01-12 05:15:06
PEV-000012661,TXN-00004434,3,CAPTURED,RECORDED,SGD,2480,2026-01-12 05:15:51
PEV-000012662,TXN-00004435,1,INITIATED,RECORDED,SGD,6919,2026-02-06 21:06:56
PEV-000012663,TXN-00004435,2,AUTHORIZED,RECORDED,SGD,6919,2026-02-06 21:07:41
PEV-000012664,TXN-00004435,3,CAPTURED,RECORDED,SGD,6919,2026-02-06 21:08:26
PEV-000012665,TXN-00004436,1,INITIATED,RECORDED,SGD,1547,2026-01-10 09:42:17
PEV-000012666,TXN-00004436,2,AUTHORIZED,RECORDED,SGD,1547,2026-01-10 09:43:02
PEV-000012667,TXN-00004436,3,CAPTURED,RECORDED,SGD,1547,2026-01-10 09:43:47
PEV-000012668,TXN-00004437,1,INITIATED,RECORDED,SGD,9488,2026-02-01 20:56:58
PEV-000012669,TXN-00004437,2,AUTHORIZED,RECORDED,SGD,9488,2026-02-01 20:57:43
PEV-000012670,TXN-00004437,3,CAPTURED,RECORDED,SGD,9488,2026-02-01 20:58:28
PEV-000012671,TXN-00004438,1,INITIATED,RECORDED,USD,11068,2026-02-19 20:52:32
PEV-000012672,TXN-00004438,2,AUTHORIZED,RECORDED,USD,11068,2026-02-19 20:53:17
PEV-000012673,TXN-00004438,3,CAPTURED,RECORDED,USD,11068,2026-02-19 20:54:02
PEV-000012674,TXN-00004439,1,INITIATED,RECORDED,THB,4822,2026-02-02 05:00:18
PEV-000012675,TXN-00004439,2,AUTHORIZED,RECORDED,THB,4822,2026-02-02 05:01:03
PEV-000012676,TXN-00004439,3,CAPTURED,RECORDED,THB,4822,2026-02-02 05:01:48
PEV-000012677,TXN-00004440,1,INITIATED,RECORDED,THB,4168,2026-01-26 07:15:05
PEV-000012678,TXN-00004440,2,DECLINED,RECORDED,THB,4168,2026-01-26 07:15:50
PEV-000012679,TXN-00004441,1,INITIATED,RECORDED,SGD,8988,2026-01-22 06:39:10
PEV-000012680,TXN-00004441,2,AUTHORIZED,RECORDED,SGD,8988,2026-01-22 06:39:55
PEV-000012681,TXN-00004441,3,CAPTURED,RECORDED,SGD,8988,2026-01-22 06:40:40
PEV-000012682,TXN-00004442,1,INITIATED,RECORDED,SGD,5306,2026-01-16 19:55:09
PEV-000012683,TXN-00004442,2,AUTHORIZED,RECORDED,SGD,5306,2026-01-16 19:55:54
PEV-000012684,TXN-00004442,3,CAPTURED,RECORDED,SGD,5306,2026-01-16 19:56:39
PEV-000012685,TXN-00004443,1,INITIATED,RECORDED,THB,23158,2026-01-16 22:19:39
PEV-000012686,TXN-00004443,2,AUTHORIZED,RECORDED,THB,23158,2026-01-16 22:20:24
PEV-000012687,TXN-00004443,3,CAPTURED,RECORDED,THB,23158,2026-01-16 22:21:09
PEV-000012688,TXN-00004444,1,INITIATED,RECORDED,USD,11096,2026-01-07 23:28:45
PEV-000012689,TXN-00004444,2,AUTHORIZED,RECORDED,USD,11096,2026-01-07 23:29:30
PEV-000012690,TXN-00004444,3,CAPTURED,RECORDED,USD,11096,2026-01-07 23:30:15
PEV-000012691,TXN-00004445,1,INITIATED,RECORDED,SGD,2179,2026-01-05 22:42:41
PEV-000012692,TXN-00004445,2,AUTHORIZED,RECORDED,SGD,2179,2026-01-05 22:43:26
PEV-000012693,TXN-00004445,3,CAPTURED,RECORDED,SGD,2179,2026-01-05 22:44:11
PEV-000012694,TXN-00004446,1,INITIATED,RECORDED,SGD,8206,2026-02-10 09:58:57
PEV-000012695,TXN-00004446,2,AUTHORIZED,RECORDED,SGD,8206,2026-02-10 09:59:42
PEV-000012696,TXN-00004446,3,CAPTURED,RECORDED,SGD,8206,2026-02-10 10:00:27
PEV-000012697,TXN-00004447,1,INITIATED,RECORDED,THB,1944,2026-02-12 20:52:37
PEV-000012698,TXN-00004447,2,AUTHORIZED,RECORDED,THB,1944,2026-02-12 20:53:22
PEV-000012699,TXN-00004447,3,CAPTURED,RECORDED,THB,1944,2026-02-12 20:54:07
PEV-000012700,TXN-00004448,1,INITIATED,RECORDED,USD,11611,2026-02-21 12:23:50
PEV-000012701,TXN-00004448,2,DECLINED,RECORDED,USD,11611,2026-02-21 12:24:35
PEV-000012702,TXN-00004449,1,INITIATED,RECORDED,USD,6477,2026-01-11 16:28:20
PEV-000012703,TXN-00004449,2,AUTHORIZED,RECORDED,USD,6477,2026-01-11 16:29:05
PEV-000012704,TXN-00004449,3,CAPTURED,RECORDED,USD,6477,2026-01-11 16:29:50
PEV-000012705,TXN-00004450,1,INITIATED,RECORDED,THB,10802,2026-02-03 05:48:46
PEV-000012706,TXN-00004450,2,AUTHORIZED,RECORDED,THB,10802,2026-02-03 05:49:31
PEV-000012707,TXN-00004450,3,CANCELLED,RECORDED,THB,10802,2026-02-03 05:50:16
PEV-000012708,TXN-00004451,1,INITIATED,RECORDED,THB,4070,2026-01-04 08:07:10
PEV-000012709,TXN-00004451,2,AUTHORIZED,RECORDED,THB,4070,2026-01-04 08:07:55
PEV-000012710,TXN-00004451,3,CAPTURED,RECORDED,THB,4070,2026-01-04 08:08:40
PEV-000012711,TXN-00004452,1,INITIATED,RECORDED,SGD,4187,2026-03-01 14:01:47
PEV-000012712,TXN-00004452,2,AUTHORIZED,RECORDED,SGD,4187,2026-03-01 14:02:32
PEV-000012713,TXN-00004452,3,CAPTURED,RECORDED,SGD,4187,2026-03-01 14:03:17
PEV-000012714,TXN-00004453,1,INITIATED,RECORDED,SGD,2186,2026-02-23 19:10:18
PEV-000012715,TXN-00004453,2,AUTHORIZED,RECORDED,SGD,2186,2026-02-23 19:11:03
PEV-000012716,TXN-00004454,1,INITIATED,RECORDED,USD,7142,2026-02-04 23:26:37
PEV-000012717,TXN-00004454,2,AUTHORIZED,RECORDED,USD,7142,2026-02-04 23:27:22
PEV-000012718,TXN-00004454,3,CAPTURED,RECORDED,USD,7142,2026-02-04 23:28:07
PEV-000012719,TXN-00004455,1,INITIATED,RECORDED,SGD,2446,2026-01-13 01:17:27
PEV-000012720,TXN-00004455,2,AUTHORIZED,RECORDED,SGD,2446,2026-01-13 01:18:12
PEV-000012721,TXN-00004455,3,CAPTURED,RECORDED,SGD,2446,2026-01-13 01:18:57
PEV-000012722,TXN-00004456,1,INITIATED,RECORDED,USD,4292,2026-01-01 19:34:55
PEV-000012723,TXN-00004456,2,AUTHORIZED,RECORDED,USD,4292,2026-01-01 19:35:40
PEV-000012724,TXN-00004457,1,INITIATED,RECORDED,THB,3345,2026-01-31 04:12:58
PEV-000012725,TXN-00004457,2,AUTHORIZED,RECORDED,THB,3345,2026-01-31 04:13:43
PEV-000012726,TXN-00004457,3,CAPTURED,RECORDED,THB,3345,2026-01-31 04:14:28
PEV-000012727,TXN-00004458,1,INITIATED,RECORDED,SGD,18966,2026-02-24 04:59:27
PEV-000012728,TXN-00004458,2,AUTHORIZED,RECORDED,SGD,18966,2026-02-24 05:00:12
PEV-000012729,TXN-00004458,3,CAPTURED,RECORDED,SGD,18966,2026-02-24 05:00:57
PEV-000012730,TXN-00004459,1,INITIATED,RECORDED,SGD,4378,2026-01-18 18:38:01
PEV-000012731,TXN-00004459,2,AUTHORIZED,RECORDED,SGD,4378,2026-01-18 18:38:46
PEV-000012732,TXN-00004459,3,CAPTURED,RECORDED,SGD,4378,2026-01-18 18:39:31
PEV-000012733,TXN-00004460,1,INITIATED,RECORDED,SGD,5623,2026-02-14 16:00:40
PEV-000012734,TXN-00004460,2,AUTHORIZED,RECORDED,SGD,5623,2026-02-14 16:01:25
PEV-000012735,TXN-00004460,3,CAPTURED,RECORDED,SGD,5623,2026-02-14 16:02:10
PEV-000012736,TXN-00004461,1,INITIATED,RECORDED,USD,6850,2026-01-23 01:48:12
PEV-000012737,TXN-00004461,2,AUTHORIZED,RECORDED,USD,6850,2026-01-23 01:48:57
PEV-000012738,TXN-00004462,1,INITIATED,RECORDED,THB,1821,2026-02-16 21:52:23
PEV-000012739,TXN-00004462,2,AUTHORIZED,RECORDED,THB,1821,2026-02-16 21:53:08
PEV-000012740,TXN-00004463,1,INITIATED,RECORDED,USD,1261,2026-01-07 17:18:08
PEV-000012741,TXN-00004463,2,AUTHORIZED,RECORDED,USD,1261,2026-01-07 17:18:53
PEV-000012742,TXN-00004463,3,CAPTURED,RECORDED,USD,1261,2026-01-07 17:19:38
PEV-000012743,TXN-00004464,1,INITIATED,RECORDED,THB,3218,2026-02-04 03:06:05
PEV-000012744,TXN-00004464,2,AUTHORIZED,RECORDED,THB,3218,2026-02-04 03:06:50
PEV-000012745,TXN-00004464,3,CAPTURED,RECORDED,THB,3218,2026-02-04 03:07:35
PEV-000012746,TXN-00004465,1,INITIATED,RECORDED,THB,18187,2026-02-18 03:49:01
PEV-000012747,TXN-00004465,2,AUTHORIZED,RECORDED,THB,18187,2026-02-18 03:49:46
