settlement_item_id,settlement_batch_id,transaction_id,settlement_date,currency,gross_amount_minor,refund_amount_minor,reversal_amount_minor,net_amount_minor,status
STI-000003079,STB-000116,TXN-00003853,2026-02-10,THB,3510,0,0,3510,SETTLED
STI-000003080,STB-000013,TXN-00003854,2026-01-07,SGD,6482,0,6482,0,SETTLED
STI-000003081,STB-000163,TXN-00003855,2026-02-26,SGD,920,557,0,363,SETTLED
STI-000003082,STB-000063,TXN-00003856,2026-01-23,USD,3383,0,0,3383,SETTLED
STI-000003083,STB-000027,TXN-00003857,2026-01-11,USD,8980,0,0,8980,SETTLED
STI-000003084,STB-000153,TXN-00003859,2026-02-22,USD,8931,8073,0,858,SETTLED
STI-000003085,STB-000002,TXN-00003860,2026-01-03,THB,2402,0,0,2402,SETTLED
STI-000003086,STB-000139,TXN-00003861,2026-02-18,SGD,14733,0,0,14733,SETTLED
STI-000003087,STB-000025,TXN-00003862,2026-01-11,SGD,12645,0,0,12645,SETTLED
STI-000003088,STB-000047,TXN-00003863,2026-01-18,THB,1306,0,0,1306,SETTLED
STI-000003089,STB-000075,TXN-00003865,2026-01-27,USD,5365,0,0,5365,SETTLED
STI-000003090,STB-000174,TXN-00003866,2026-03-01,USD,1407,0,0,1407,SETTLED
STI-000003091,STB-000071,TXN-00003867,2026-01-26,THB,3808,0,0,3808,SETTLED
STI-000003092,STB-000131,TXN-00003868,2026-02-15,THB,2866,0,0,2866,SETTLED
STI-000003093,STB-000035,TXN-00003869,2026-01-14,THB,4802,0,0,4802,SETTLED
STI-000003094,STB-000112,TXN-00003871,2026-02-09,SGD,5588,0,0,5588,SETTLED
STI-000003095,STB-000043,TXN-00003872,2026-01-17,SGD,7849,0,0,7849,SETTLED
STI-000003096,STB-000178,TXN-00003873,2026-03-03,SGD,32067,0,0,32067,SETTLED
STI-000003097,STB-000157,TXN-00003874,2026-02-24,SGD,10035,0,0,10035,SETTLED
STI-000003098,STB-000083,TXN-00003875,2026-01-30,THB,9277,0,0,9277,SETTLED
STI-000003099,STB-000099,TXN-00003876,2026-02-04,USD,2867,0,0,2867,SETTLED
STI-000003100,STB-000084,TXN-00003877,2026-01-30,USD,676,0,0,676,SETTLED
STI-000003101,STB-000082,TXN-00003878,2026-01-30,SGD,3702,0,0,3702,SETTLED
STI-000003102,STB-000161,TXN-00003879,2026-02-25,THB,1864,0,0,1864,SETTLED
STI-000003103,STB-000051,TXN-00003880,2026-01-19,USD,7455,0,0,7455,SETTLED
STI-000003104,STB-000169,TXN-00003882,2026-02-28,SGD,3745,0,0,3745,SETTLED
STI-000003105,STB-000091,TXN-00003884,2026-02-02,SGD,2606,2350,0,256,SETTLED
STI-000003106,STB-000099,TXN-00003885,2026-02-04,USD,3413,0,0,3413,SETTLED
STI-000003107,STB-000022,TXN-00003886,2026-01-10,SGD,4035,0,0,4035,SETTLED
STI-000003108,STB-000033,TXN-00003887,2026-01-13,USD,1892,0,0,1892,SETTLED
STI-000003109,STB-000005,TXN-00003888,2026-01-04,THB,7114,0,0,7114,SETTLED
STI-000003110,STB-000116,TXN-00003889,2026-02-10,THB,6864,0,0,6864,SETTLED
STI-000003111,STB-000179,TXN-00003890,2026-03-03,THB,3069,0,0,3069,SETTLED
STI-000003112,STB-000020,TXN-00003891,2026-01-09,THB,27678,0,0,27678,SETTLED
STI-000003113,STB-000039,TXN-00003892,2026-01-15,USD,4582,0,0,4582,SETTLED
STI-000003114,STB-000116,TXN-00003894,2026-02-10,THB,4158,2630,0,1528,SETTLED
STI-000003115,STB-000160,TXN-00003896,2026-02-25,SGD,15094,0,0,15094,SETTLED
STI-000003116,STB-000175,TXN-00003897,2026-03-02,SGD,2572,0,0,2572,SETTLED
STI-000003117,STB-000023,TXN-00003898,2026-01-10,THB,3188,0,0,3188,SETTLED
STI-000003118,STB-000123,TXN-00003899,2026-02-12,USD,11877,0,0,11877,SETTLED
STI-000003119,STB-000109,TXN-00003900,2026-02-08,SGD,14495,0,0,14495,SETTLED
STI-000003120,STB-000165,TXN-00003901,2026-02-26,USD,6426,0,0,6426,SETTLED
STI-000003121,STB-000074,TXN-00003902,2026-01-27,THB,5273,0,0,5273,SETTLED
STI-000003122,STB-000062,TXN-00003903,2026-01-23,THB,4053,0,0,4053,SETTLED
STI-000003123,STB-000113,TXN-00003904,2026-02-09,THB,1664,0,0,1664,SETTLED
STI-000003124,STB-000123,TXN-00003906,2026-02-12,USD,4139,0,0,4139,SETTLED
STI-000003125,STB-000168,TXN-00003907,2026-02-27,USD,11470,0,0,11470,SETTLED
STI-000003126,STB-000180,TXN-00003908,2026-03-03,USD,870,0,0,870,SETTLED
STI-000003127,STB-000116,TXN-00003909,2026-02-10,THB,2867,0,0,2867,SETTLED
STI-000003128,STB-000010,TXN-00003910,2026-01-06,SGD,29256,0,0,29256,SETTLED
STI-000003129,STB-000174,TXN-00003912,2026-03-01,USD,2871,2023,0,848,SETTLED
STI-000003130,STB-000024,TXN-00003914,2026-01-10,USD,22640,0,0,22640,SETTLED
STI-000003131,STB-000039,TXN-00003915,2026-01-15,USD,2947,0,0,2947,SETTLED
STI-000003132,STB-000082,TXN-00003916,2026-01-30,SGD,4194,0,0,4194,SETTLED
STI-000003133,STB-000133,TXN-00003917,2026-02-16,SGD,8678,0,0,8678,SETTLED
STI-000003134,STB-000083,TXN-00003918,2026-01-30,THB,4105,748,0,3357,SETTLED
STI-000003135,STB-000019,TXN-00003919,2026-01-09,SGD,616,0,0,616,SETTLED
STI-000003136,STB-000016,TXN-00003920,2026-01-08,SGD,8334,0,0,8334,SETTLED
STI-000003137,STB-000110,TXN-00003921,2026-02-08,THB,2474,0,0,2474,SETTLED
STI-000003138,STB-000175,TXN-00003922,2026-03-02,SGD,6175,0,0,6175,SETTLED
STI-000003139,STB-000044,TXN-00003923,2026-01-17,THB,9508,0,0,9508,SETTLED
STI-000003140,STB-000116,TXN-00003924,2026-02-10,THB,2489,0,0,2489,SETTLED
STI-000003141,STB-000056,TXN-00003925,2026-01-21,THB,567,0,0,567,SETTLED
STI-000003142,STB-000145,TXN-00003926,2026-02-20,SGD,31465,0,0,31465,SETTLED
STI-000003143,STB-000090,TXN-00003927,2026-02-01,USD,1216,0,0,1216,SETTLED
STI-000003144,STB-000119,TXN-00003928,2026-02-11,THB,19900,0,0,19900,SETTLED
STI-000003145,STB-000103,TXN-00003929,2026-02-06,SGD,874,0,0,874,SETTLED
STI-000003146,STB-000007,TXN-00003930,2026-01-05,SGD,41468,17886,0,23582,SETTLED
STI-000003147,STB-000058,TXN-00003931,2026-01-22,SGD,2028,2000,0,28,SETTLED
STI-000003148,STB-000012,TXN-00003932,2026-01-06,USD,1647,0,0,1647,SETTLED
STI-000003149,STB-000170,TXN-00003933,2026-02-28,THB,3239,0,0,3239,SETTLED
STI-000003150,STB-000017,TXN-00003934,2026-01-08,THB,7505,0,0,7505,SETTLED
STI-000003151,STB-000089,TXN-00003935,2026-02-01,THB,2218,0,0,2218,SETTLED
STI-000003152,STB-000054,TXN-00003937,2026-01-20,USD,10984,0,0,10984,SETTLED
STI-000003153,STB-000102,TXN-00003938,2026-02-05,USD,16660,0,0,16660,SETTLED
STI-000003154,STB-000001,TXN-00003939,2026-01-03,SGD,932,0,0,932,SETTLED
STI-000003155,STB-000035,TXN-00003941,2026-01-14,THB,2411,0,0,2411,SETTLED
STI-000003156,STB-000064,TXN-00003942,2026-01-24,SGD,7239,0,0,7239,SETTLED
STI-000003157,STB-000096,TXN-00003943,2026-02-03,USD,4301,0,0,4301,SETTLED
STI-000003158,STB-000042,TXN-00003944,2026-01-16,USD,1778,0,0,1778,SETTLED
STI-000003159,STB-000180,TXN-00003946,2026-03-03,USD,2811,450,0,2361,SETTLED
STI-000003160,STB-000010,TXN-00003947,2026-01-06,SGD,1152,0,0,1152,SETTLED
STI-000003161,STB-000170,TXN-00003948,2026-02-28,THB,8752,0,0,8752,SETTLED
STI-000003162,STB-000150,TXN-00003949,2026-02-21,USD,7725,0,0,7725,SETTLED
STI-000003163,STB-000129,TXN-00003950,2026-02-14,USD,31686,0,0,31686,SETTLED
STI-000003164,STB-000141,TXN-00003952,2026-02-18,USD,8600,0,0,8600,SETTLED
STI-000003165,STB-000040,TXN-00003953,2026-01-16,SGD,14532,0,0,14532,SETTLED
STI-000003166,STB-000117,TXN-00003955,2026-02-10,USD,1910,0,0,1910,SETTLED
STI-000003167,STB-000047,TXN-00003956,2026-01-18,THB,6059,0,0,6059,SETTLED
STI-000003168,STB-000035,TXN-00003959,2026-01-14,THB,2029,2024,0,5,SETTLED
STI-000003169,STB-000037,TXN-00003960,2026-01-15,SGD,1780,0,0,1780,SETTLED
STI-000003170,STB-000012,TXN-00003961,2026-01-06,USD,2017,1265,0,752,SETTLED
STI-000003171,STB-000056,TXN-00003962,2026-01-21,THB,951,0,0,951,SETTLED
STI-000003172,STB-000138,TXN-00003963,2026-02-17,USD,4812,0,0,4812,SETTLED
STI-000003173,STB-000072,TXN-00003964,2026-01-26,USD,950,706,0,244,SETTLED
STI-000003174,STB-000149,TXN-00003965,2026-02-21,THB,2639,0,0,2639,SETTLED
STI-000003175,STB-000146,TXN-00003966,2026-02-20,THB,3518,0,0,3518,SETTLED
STI-000003176,STB-000098,TXN-00003968,2026-02-04,THB,932,0,0,932,SETTLED
STI-000003177,STB-000029,TXN-00003969,2026-01-12,THB,6374,0,0,6374,SETTLED
STI-000003178,STB-000084,TXN-00003970,2026-01-30,USD,10971,10392,0,579,SETTLED
STI-000003179,STB-000147,TXN-00003971,2026-02-20,USD,929,0,0,929,SETTLED
STI-000003180,STB-000035,TXN-00003975,2026-01-14,THB,4524,0,0,4524,SETTLED
STI-000003181,STB-000079,TXN-00003976,2026-01-29,SGD,1933,681,0,1252,SETTLED
STI-000003182,STB-000095,TXN-00003978,2026-02-03,THB,7010,0,7010,0,SETTLED
STI-000003183,STB-000162,TXN-00003979,2026-02-25,USD,2558,0,0,2558,SETTLED
STI-000003184,STB-000128,TXN-00003980,2026-02-14,THB,2233,0,0,2233,SETTLED
STI-000003185,STB-000019,TXN-00003981,2026-01-09,SGD,4840,0,0,4840,SETTLED
STI-000003186,STB-000101,TXN-00003982,2026-02-05,THB,1597,0,0,1597,SETTLED
STI-000003187,STB-000140,TXN-00003983,2026-02-18,THB,4351,2578,0,1773,SETTLED
STI-000003188,STB-000132,TXN-00003984,2026-02-15,USD,2576,0,0,2576,SETTLED
STI-000003189,STB-000030,TXN-00003985,2026-01-12,USD,3567,1383,0,2184,SETTLED
STI-000003190,STB-000072,TXN-00003986,2026-01-26,USD,3807,0,0,3807,SETTLED
STI-000003191,STB-000144,TXN-00003987,2026-02-19,USD,9146,0,0,9146,SETTLED
STI-000003192,STB-000128,TXN-00003988,2026-02-14,THB,45040,0,0,45040,SETTLED
STI-000003193,STB-000112,TXN-00003990,2026-02-09,SGD,7026,0,0,7026,SETTLED
STI-000003194,STB-000040,TXN-00003991,2026-01-16,SGD,6551,0,0,6551,SETTLED
STI-000003195,STB-000154,TXN-00003992,2026-02-23,SGD,947,0,0,947,SETTLED
STI-000003196,STB-000148,TXN-00003993,2026-02-21,SGD,25110,0,0,25110,SETTLED
STI-000003197,STB-000090,TXN-00003994,2026-02-01,USD,4833,0,0,4833,SETTLED
STI-000003198,STB-000136,TXN-00003995,2026-02-17,SGD,6093,0,0,6093,SETTLED
STI-000003199,STB-000136,TXN-00003998,2026-02-17,SGD,4241,3650,0,591,SETTLED
STI-000003200,STB-000069,TXN-00003999,2026-01-25,USD,9084,0,0,9084,SETTLED
STI-000003201,STB-000014,TXN-00004000,2026-01-07,THB,1284,0,0,1284,SETTLED
STI-000003202,STB-000129,TXN-00004001,2026-02-14,USD,3942,0,0,3942,SETTLED
STI-000003203,STB-000046,TXN-00004002,2026-01-18,SGD,13310,0,0,13310,SETTLED
STI-000003204,STB-000052,TXN-00004003,2026-01-20,SGD,12445,0,0,12445,SETTLED
STI-000003205,STB-000118,TXN-00004004,2026-02-11,SGD,18757,0,0,18757,SETTLED
STI-000003206,STB-000108,TXN-00004005,2026-02-07,USD,3627,0,0,3627,SETTLED
STI-000003207,STB-000014,TXN-00004006,2026-01-07,THB,14831,0,0,14831,SETTLED
STI-000003208,STB-000043,TXN-00004007,2026-01-17,SGD,1445,0,0,1445,SETTLED
STI-000003209,STB-000131,TXN-00004009,2026-02-15,THB,1912,0,0,1912,SETTLED
STI-000003210,STB-000168,TXN-00004012,2026-02-27,USD,9863,0,0,9863,SETTLED
STI-000003211,STB-000102,TXN-00004013,2026-02-05,USD,30366,0,0,30366,SETTLED
STI-000003212,STB-000019,TXN-00004014,2026-01-09,SGD,9908,0,0,9908,SETTLED
STI-000003213,STB-000166,TXN-00004015,2026-02-27,SGD,2955,0,0,2955,SETTLED
STI-000003214,STB-000175,TXN-00004016,2026-03-02,SGD,17213,0,0,17213,SETTLED
STI-000003215,STB-000148,TXN-00004017,2026-02-21,SGD,1908,0,0,1908,SETTLED
STI-000003216,STB-000108,TXN-00004018,2026-02-07,USD,3019,0,0,3019,SETTLED
STI-000003217,STB-000104,TXN-00004020,2026-02-06,THB,1281,0,0,1281,SETTLED
STI-000003218,STB-000176,TXN-00004021,2026-03-02,THB,1532,0,0,1532,SETTLED
STI-000003219,STB-000038,TXN-00004022,2026-01-15,THB,3084,0,0,3084,SETTLED
STI-000003220,STB-000175,TXN-00004024,2026-03-02,SGD,6711,0,0,6711,SETTLED
STI-000003221,STB-000145,TXN-00004025,2026-02-20,SGD,5745,0,0,5745,SETTLED
STI-000003222,STB-000107,TXN-00004026,2026-02-07,THB,12848,0,0,12848,SETTLED
STI-000003223,STB-000128,TXN-00004028,2026-02-14,THB,4115,0,0,4115,SETTLED
STI-000003224,STB-000007,TXN-00004034,2026-01-05,SGD,27208,0,0,27208,SETTLED
STI-000003225,STB-000038,TXN-00004035,2026-01-15,THB,10929,0,0,10929,SETTLED
STI-000003226,STB-000134,TXN-00004036,2026-02-16,THB,3077,0,0,3077,SETTLED
STI-000003227,STB-000073,TXN-00004037,2026-01-27,SGD,10992,0,0,10992,SETTLED
STI-000003228,STB-000003,TXN-00004038,2026-01-03,USD,4166,0,0,4166,SETTLED
STI-000003229,STB-000079,TXN-00004040,2026-01-29,SGD,38874,0,0,38874,SETTLED
STI-000003230,STB-000177,TXN-00004041,2026-03-02,USD,4729,0,0,4729,SETTLED
STI-000003231,STB-000032,TXN-00004042,2026-01-13,THB,2584,0,0,2584,SETTLED
STI-000003232,STB-000100,TXN-00004043,2026-02-05,SGD,2130,323,0,1807,SETTLED
STI-000003233,STB-000076,TXN-00004045,2026-01-28,SGD,15147,0,0,15147,SETTLED
STI-000003234,STB-000098,TXN-00004046,2026-02-04,THB,12435,0,0,12435,SETTLED
STI-000003235,STB-000170,TXN-00004048,2026-02-28,THB,9162,8980,0,182,SETTLED
STI-000003236,STB-000084,TXN-00004049,2026-01-30,USD,1572,0,0,1572,SETTLED
STI-000003237,STB-000101,TXN-00004051,2026-02-05,THB,27999,0,0,27999,SETTLED
STI-000003238,STB-000083,TXN-00004052,2026-01-30,THB,868,0,0,868,SETTLED
STI-000003239,STB-000095,TXN-00004053,2026-02-03,THB,10847,0,0,10847,SETTLED
STI-000003240,STB-000024,TXN-00004054,2026-01-10,USD,2171,0,0,2171,SETTLED
STI-000003241,STB-000148,TXN-00004056,2026-02-21,SGD,7020,0,0,7020,SETTLED
STI-000003242,STB-000011,TXN-00004057,2026-01-06,THB,3668,0,0,3668,SETTLED
STI-000003243,STB-000088,TXN-00004058,2026-02-01,SGD,3299,0,0,3299,SETTLED
STI-000003244,STB-000155,TXN-00004060,2026-02-23,THB,5047,0,0,5047,SETTLED
STI-000003245,STB-000071,TXN-00004061,2026-01-26,THB,1418,0,0,1418,SETTLED
STI-000003246,STB-000025,TXN-00004062,2026-01-11,SGD,7029,0,0,7029,SETTLED
STI-000003247,STB-000159,TXN-00004063,2026-02-24,USD,1387,0,0,1387,SETTLED
STI-000003248,STB-000057,TXN-00004064,2026-01-21,USD,10327,0,0,10327,SETTLED
STI-000003249,STB-000030,TXN-00004065,2026-01-12,USD,1860,0,0,1860,SETTLED
STI-000003250,STB-000106,TXN-00004066,2026-02-07,SGD,4790,0,0,4790,SETTLED
STI-000003251,STB-000050,TXN-00004067,2026-01-19,THB,3915,2112,0,1803,SETTLED
STI-000003252,STB-000176,TXN-00004068,2026-03-02,THB,6688,0,0,6688,SETTLED
STI-000003253,STB-000167,TXN-00004069,2026-02-27,THB,10774,0,0,10774,SETTLED
STI-000003254,STB-000049,TXN-00004072,2026-01-19,SGD,6636,0,0,6636,SETTLED
STI-000003255,STB-000138,TXN-00004074,2026-02-17,USD,1934,0,0,1934,SETTLED
STI-000003256,STB-000019,TXN-00004075,2026-01-09,SGD,1527,0,0,1527,SETTLED
STI-000003257,STB-000067,TXN-00004076,2026-01-25,SGD,7162,0,0,7162,SETTLED
STI-000003258,STB-000178,TXN-00004077,2026-03-03,SGD,5277,0,0,5277,SETTLED
STI-000003259,STB-000002,TXN-00004078,2026-01-03,THB,31311,0,0,31311,SETTLED
STI-000003260,STB-000106,TXN-00004079,2026-02-07,SGD,3223,0,0,3223,SETTLED
STI-000003261,STB-000020,TXN-00004080,2026-01-09,THB,1146,0,0,1146,SETTLED
STI-000003262,STB-000130,TXN-00004081,2026-02-15,SGD,9561,0,0,9561,SETTLED
STI-000003263,STB-000168,TXN-00004082,2026-02-27,USD,3932,0,0,3932,SETTLED
STI-000003264,STB-000120,TXN-00004083,2026-02-11,USD,765,0,0,765,SETTLED
STI-000003265,STB-000112,TXN-00004084,2026-02-09,SGD,512,0,0,512,SETTLED
STI-000003266,STB-000048,TXN-00004085,2026-01-18,USD,18054,0,0,18054,SETTLED
STI-000003267,STB-000009,TXN-00004086,2026-01-05,USD,6362,0,0,6362,SETTLED
STI-000003268,STB-000180,TXN-00004087,2026-03-03,USD,2177,0,0,2177,SETTLED
STI-000003269,STB-000051,TXN-00004089,2026-01-19,USD,2477,0,0,2477,SETTLED
STI-000003270,STB-000036,TXN-00004091,2026-01-14,USD,7660,0,0,7660,SETTLED
STI-000003271,STB-000145,TXN-00004093,2026-02-20,SGD,8871,0,0,8871,SETTLED
STI-000003272,STB-000165,TXN-00004094,2026-02-26,USD,8150,0,0,8150,SETTLED
STI-000003273,STB-000086,TXN-00004095,2026-01-31,THB,5639,0,0,5639,SETTLED
STI-000003274,STB-000160,TXN-00004096,2026-02-25,SGD,1102,0,0,1102,SETTLED
STI-000003275,STB-000064,TXN-00004097,2026-01-24,SGD,7896,0,0,7896,SETTLED
STI-000003276,STB-000165,TXN-00004098,2026-02-26,USD,11276,0,0,11276,SETTLED
STI-000003277,STB-000021,TXN-00004099,2026-01-09,USD,91239,0,0,91239,SETTLED
STI-000003278,STB-000178,TXN-00004102,2026-03-03,SGD,7487,0,0,7487,SETTLED
STI-000003279,STB-000172,TXN-00004104,2026-03-01,SGD,1655,0,0,1655,SETTLED
STI-000003280,STB-000013,TXN-00004105,2026-01-07,SGD,10801,0,0,10801,SETTLED
STI-000003281,STB-000071,TXN-00004106,2026-01-26,THB,5345,0,0,5345,SETTLED
STI-000003282,STB-000148,TXN-00004107,2026-02-21,SGD,432,0,0,432,SETTLED
STI-000003283,STB-000165,TXN-00004108,2026-02-26,USD,817,0,0,817,SETTLED
STI-000003284,STB-000026,TXN-00004109,2026-01-11,THB,4643,0,0,4643,SETTLED
STI-000003285,STB-000106,TXN-00004110,2026-02-07,SGD,7281,0,0,7281,SETTLED
STI-000003286,STB-000116,TXN-00004112,2026-02-10,THB,10125,0,0,10125,SETTLED
STI-000003287,STB-000020,TXN-00004113,2026-01-09,THB,2931,0,0,2931,SETTLED
STI-000003288,STB-000138,TXN-00004114,2026-02-17,USD,4826,0,0,4826,SETTLED
STI-000003289,STB-000088,TXN-00004115,2026-02-01,SGD,3383,0,0,3383,SETTLED
STI-000003290,STB-000031,TXN-00004116,2026-01-13,SGD,16792,0,0,16792,SETTLED
STI-000003291,STB-000165,TXN-00004117,2026-02-26,USD,11155,0,0,11155,SETTLED
STI-000003292,STB-000025,TXN-00004118,2026-01-11,SGD,2042,0,0,2042,SETTLED
STI-000003293,STB-000038,TXN-00004119,2026-01-15,THB,2035,0,0,2035,SETTLED
STI-000003294,STB-000134,TXN-00004120,2026-02-16,THB,1797,0,0,1797,SETTLED
STI-000003295,STB-000005,TXN-00004121,2026-01-04,THB,7309,0,0,7309,SETTLED
STI-000003296,STB-000157,TXN-00004122,2026-02-24,SGD,2071,0,0,2071,SETTLED
STI-000003297,STB-000054,TXN-00004123,2026-01-20,USD,11118,0,0,11118,SETTLED
STI-000003298,STB-000103,TXN-00004124,2026-02-06,SGD,5344,2222,0,3122,SETTLED
STI-000003299,STB-000104,TXN-00004125,2026-02-06,THB,5967,0,0,5967,SETTLED
STI-000003300,STB-000051,TXN-00004126,2026-01-19,USD,4775,0,0,4775,SETTLED
STI-000003301,STB-000023,TXN-00004127,2026-01-10,THB,19326,0,0,19326,SETTLED
STI-000003302,STB-000002,TXN-00004128,2026-01-03,THB,10256,0,0,10256,SETTLED
STI-000003303,STB-000133,TXN-00004129,2026-02-16,SGD,1526,0,1526,0,SETTLED
STI-000003304,STB-000103,TXN-00004130,2026-02-06,SGD,3443,0,0,3443,SETTLED
STI-000003305,STB-000176,TXN-00004131,2026-03-02,THB,3346,0,0,3346,SETTLED
STI-000003306,STB-000017,TXN-00004132,2026-01-08,THB,67432,0,0,67432,SETTLED
STI-000003307,STB-000052,TXN-00004133,2026-01-20,SGD,4208,0,0,4208,SETTLED
STI-000003308,STB-000170,TXN-00004135,2026-02-28,THB,15743,0,0,15743,SETTLED
STI-000003309,STB-000156,TXN-00004136,2026-02-23,USD,2514,0,0,2514,SETTLED
STI-000003310,STB-000054,TXN-00004137,2026-01-20,USD,8104,0,0,8104,SETTLED
STI-000003311,STB-000104,TXN-00004138,2026-02-06,THB,37766,0,0,37766,SETTLED
STI-000003312,STB-000163,TXN-00004140,2026-02-26,SGD,22075,0,0,22075,SETTLED
STI-000003313,STB-000131,TXN-00004141,2026-02-15,THB,48273,0,0,48273,SETTLED
STI-000003314,STB-000022,TXN-00004142,2026-01-10,SGD,1172,0,0,1172,SETTLED
STI-000003315,STB-000168,TXN-00004143,2026-02-27,USD,4354,0,0,4354,SETTLED
STI-000003316,STB-000136,TXN-00004144,2026-02-17,SGD,2808,735,0,2073,SETTLED
STI-000003317,STB-000135,TXN-00004145,2026-02-16,USD,16996,0,0,16996,SETTLED
STI-000003318,STB-000035,TXN-00004147,2026-01-14,THB,1025,856,0,169,SETTLED
STI-000003319,STB-000156,TXN-00004148,2026-02-23,USD,1158,0,0,1158,SETTLED
STI-000003320,STB-000003,TXN-00004149,2026-01-03,USD,6261,0,0,6261,SETTLED
STI-000003321,STB-000071,TXN-00004150,2026-01-26,THB,9043,0,0,9043,SETTLED
STI-000003322,STB-000024,TXN-00004151,2026-01-10,USD,1365,0,0,1365,SETTLED
STI-000003323,STB-000016,TXN-00004152,2026-01-08,SGD,3492,0,0,3492,SETTLED
STI-000003324,STB-000018,TXN-00004155,2026-01-08,USD,10569,0,0,10569,SETTLED
STI-000003325,STB-000016,TXN-00004156,2026-01-08,SGD,1552,0,0,1552,SETTLED
STI-000003326,STB-000011,TXN-00004157,2026-01-06,THB,11724,0,0,11724,SETTLED
STI-000003327,STB-000108,TXN-00004158,2026-02-07,USD,17442,0,0,17442,SETTLED
STI-000003328,STB-000157,TXN-00004159,2026-02-24,SGD,17182,8839,0,8343,SETTLED
STI-000003329,STB-000113,TXN-00004160,2026-02-09,THB,2111,0,0,2111,SETTLED
STI-000003330,STB-000164,TXN-00004161,2026-02-26,THB,2330,0,0,2330,SETTLED
STI-000003331,STB-000090,TXN-00004164,2026-02-01,USD,2517,0,0,2517,SETTLED
STI-000003332,STB-000017,TXN-00004165,2026-01-08,THB,3741,0,0,3741,SETTLED
STI-000003333,STB-000091,TXN-00004166,2026-02-02,SGD,1051,962,0,89,SETTLED
STI-000003334,STB-000158,TXN-00004167,2026-02-24,THB,2562,0,0,2562,SETTLED
STI-000003335,STB-000090,TXN-00004168,2026-02-01,USD,5743,1386,0,4357,SETTLED
STI-000003336,STB-000094,TXN-00004169,2026-02-03,SGD,5510,0,0,5510,SETTLED
STI-000003337,STB-000136,TXN-00004170,2026-02-17,SGD,7524,0,0,7524,SETTLED
STI-000003338,STB-000030,TXN-00004171,2026-01-12,USD,16131,0,0,16131,SETTLED
STI-000003339,STB-000061,TXN-00004172,2026-01-23,SGD,58254,0,0,58254,SETTLED
STI-000003340,STB-000100,TXN-00004173,2026-02-05,SGD,6381,5451,0,930,SETTLED
STI-000003341,STB-000086,TXN-00004174,2026-01-31,THB,8784,0,0,8784,SETTLED
STI-000003342,STB-000046,TXN-00004175,2026-01-18,SGD,4449,0,0,4449,SETTLED
STI-000003343,STB-000009,TXN-00004176,2026-01-05,USD,5931,0,0,5931,SETTLED
STI-000003344,STB-000062,TXN-00004178,2026-01-23,THB,8196,0,0,8196,SETTLED
STI-000003345,STB-000132,TXN-00004179,2026-02-15,USD,1845,0,0,1845,SETTLED
STI-000003346,STB-000040,TXN-00004180,2026-01-16,SGD,2019,0,0,2019,SETTLED
STI-000003347,STB-000149,TXN-00004181,2026-02-21,THB,2422,0,0,2422,SETTLED
STI-000003348,STB-000044,TXN-00004182,2026-01-17,THB,3701,0,0,3701,SETTLED
STI-000003349,STB-000020,TXN-00004183,2026-01-09,THB,6971,0,0,6971,SETTLED
STI-000003350,STB-000058,TXN-00004185,2026-01-22,SGD,33531,0,0,33531,SETTLED
STI-000003351,STB-000137,TXN-00004186,2026-02-17,THB,8851,0,0,8851,SETTLED
STI-000003352,STB-000168,TXN-00004187,2026-02-27,USD,4821,0,0,4821,SETTLED
STI-000003353,STB-000087,TXN-00004188,2026-01-31,USD,1695,0,0,1695,SETTLED
STI-000003354,STB-000069,TXN-00004189,2026-01-25,USD,1034,0,0,1034,SETTLED
STI-000003355,STB-000093,TXN-00004190,2026-02-02,USD,4597,0,0,4597,SETTLED
STI-000003356,STB-000170,TXN-00004191,2026-02-28,THB,6763,0,0,6763,SETTLED
STI-000003357,STB-000097,TXN-00004192,2026-02-04,SGD,6898,0,0,6898,SETTLED
STI-000003358,STB-000036,TXN-00004193,2026-01-14,USD,7261,0,0,7261,SETTLED
STI-000003359,STB-000101,TXN-00004194,2026-02-05,THB,5049,0,0,5049,SETTLED
STI-000003360,STB-000165,TXN-00004195,2026-02-26,USD,3559,0,0,3559,SETTLED
STI-000003361,STB-000151,TXN-00004196,2026-02-22,SGD,1025,0,0,1025,SETTLED
STI-000003362,STB-000059,TXN-00004197,2026-01-22,THB,9041,0,0,9041,SETTLED
STI-000003363,STB-000139,TXN-00004198,2026-02-18,SGD,11711,0,0,11711,SETTLED
STI-000003364,STB-000006,TXN-00004201,2026-01-04,USD,2724,0,0,2724,SETTLED
STI-000003365,STB-000154,TXN-00004205,2026-02-23,SGD,2693,0,0,2693,SETTLED
STI-000003366,STB-000089,TXN-00004206,2026-02-01,THB,11250,0,0,11250,SETTLED
STI-000003367,STB-000042,TXN-00004207,2026-01-16,USD,17613,0,0,17613,SETTLED
STI-000003368,STB-000138,TXN-00004208,2026-02-17,USD,5751,5284,0,467,SETTLED
STI-000003369,STB-000048,TXN-00004209,2026-01-18,USD,2145,0,0,2145,SETTLED
STI-000003370,STB-000029,TXN-00004210,2026-01-12,THB,3623,0,0,3623,SETTLED
STI-000003371,STB-000130,TXN-00004211,2026-02-15,SGD,8666,0,0,8666,SETTLED
STI-000003372,STB-000105,TXN-00004213,2026-02-06,USD,6028,0,0,6028,SETTLED
