payment_id,creator_token,payment_amount,post_date,settlement_account_token,payment_cycle,payment_status,payment_type,source_reference_token
PAY-0000610,CRT-00049,1460.45,2026-04-19,SYNBANK-554546,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000610
PAY-0000611,CRT-00087,0.0,2026-06-25,SYNBANK-981674,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000611
PAY-0000612,CRT-00003,1025.43,2026-01-27,SYNBANK-027920,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000612
PAY-0000613,CRT-00031,3871.96,2026-03-17,SYNBANK-342224,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000613
PAY-0000614,CRT-00062,3858.69,2026-05-11,SYNBANK-697031,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000614
PAY-0000615,CRT-00038,0.0,2026-03-30,SYNBANK-427099,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000615
PAY-0000616,CRT-00069,0.0,2026-05-25,SYNBANK-783183,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000616
PAY-0000617,CRT-00008,0.0,2026-02-04,SYNBANK-083083,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000617
PAY-0000618,CRT-00066,0.0,2026-05-19,SYNBANK-748249,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000618
PAY-0000619,CRT-00027,682.0,2026-03-11,SYNBANK-301463,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000619
PAY-0000620,CRT-00067,0.0,2026-05-21,SYNBANK-758691,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000620
PAY-0000621,CRT-00077,1072.84,2026-06-07,SYNBANK-871319,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000621
PAY-0000622,CRT-00084,1120.91,2026-06-20,SYNBANK-951856,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000622
PAY-0000623,CRT-00012,1496.66,2026-02-12,SYNBANK-133952,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000623
PAY-0000624,CRT-00060,2437.65,2026-05-08,SYNBANK-677604,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000624
PAY-0000625,CRT-00054,1733.02,2026-04-27,SYNBANK-604414,MONTH_END,PAID,LIVE_HOST,SRCREF-0000625
PAY-0000626,CRT-00084,945.2,2026-06-19,SYNBANK-948571,MONTH_END,PAID,LIVE_HOST,SRCREF-0000626
PAY-0000627,CRT-00086,2123.07,2026-06-24,SYNBANK-974690,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000627
PAY-0000628,CRT-00036,1869.33,2026-03-27,SYNBANK-404092,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000628
PAY-0000629,CRT-00067,0.0,2026-05-20,SYNBANK-752452,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000629
PAY-0000630,CRT-00018,0.0,2026-02-22,SYNBANK-198024,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000630
PAY-0000631,CRT-00029,1095.35,2026-03-13,SYNBANK-319750,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000631
PAY-0000632,CRT-00043,1633.57,2026-04-07,SYNBANK-477976,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000632
PAY-0000633,CRT-00068,0.0,2026-05-23,SYNBANK-771873,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000633
PAY-0000634,CRT-00007,1647.41,2026-02-04,SYNBANK-078621,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000634
PAY-0000635,CRT-00080,0.0,2026-06-13,SYNBANK-908075,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000635
PAY-0000636,CRT-00025,3302.45,2026-03-07,SYNBANK-278495,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000636
PAY-0000637,CRT-00043,1462.46,2026-04-08,SYNBANK-482626,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000637
PAY-0000638,CRT-00038,0.0,2026-03-31,SYNBANK-431065,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000638
PAY-0000639,CRT-00044,889.86,2026-04-10,SYNBANK-497239,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000639
PAY-0000640,CRT-00015,2553.68,2026-02-17,SYNBANK-166278,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000640
PAY-0000641,CRT-00043,1822.24,2026-04-08,SYNBANK-480864,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000641
PAY-0000642,CRT-00027,0.0,2026-03-11,SYNBANK-303038,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000642
PAY-0000643,CRT-00059,935.07,2026-05-07,SYNBANK-668903,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000643
PAY-0000644,CRT-00006,0.0,2026-02-01,SYNBANK-060561,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000644
PAY-0000645,CRT-00050,1499.96,2026-04-21,SYNBANK-566798,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000645
PAY-0000646,CRT-00029,0.0,2026-03-14,SYNBANK-323905,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000646
PAY-0000647,CRT-00021,0.0,2026-02-27,SYNBANK-230579,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000647
PAY-0000648,CRT-00023,682.0,2026-03-03,SYNBANK-253909,MONTH_END,PAID,LIVE_HOST,SRCREF-0000648
PAY-0000649,CRT-00058,2308.56,2026-05-04,SYNBANK-652778,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000649
PAY-0000650,CRT-00047,1557.58,2026-04-15,SYNBANK-529000,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000650
PAY-0000651,CRT-00079,0.0,2026-06-11,SYNBANK-896279,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000651
PAY-0000652,CRT-00003,2079.96,2026-01-28,SYNBANK-033493,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000652
PAY-0000653,CRT-00060,3826.25,2026-05-09,SYNBANK-681210,MONTH_END,PAID,LIVE_HOST,SRCREF-0000653
PAY-0000654,CRT-00077,0.0,2026-06-08,SYNBANK-872590,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000654
PAY-0000655,CRT-00032,1303.12,2026-03-19,SYNBANK-358682,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000655
PAY-0000656,CRT-00052,0.0,2026-04-23,SYNBANK-580955,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000656
PAY-0000657,CRT-00073,0.0,2026-05-31,SYNBANK-826307,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000657
PAY-0000658,CRT-00032,1435.18,2026-03-20,SYNBANK-361649,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000658
PAY-0000659,CRT-00068,1311.56,2026-05-22,SYNBANK-768034,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000659
PAY-0000660,CRT-00043,912.96,2026-04-09,SYNBANK-487497,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000660
PAY-0000661,CRT-00044,0.0,2026-04-09,SYNBANK-492080,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000661
PAY-0000662,CRT-00011,0.0,2026-02-09,SYNBANK-114355,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000662
PAY-0000663,CRT-00058,0.0,2026-05-04,SYNBANK-648556,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000663
PAY-0000664,CRT-00028,4052.81,2026-03-13,SYNBANK-318144,MONTH_END,PAID,LIVE_HOST,SRCREF-0000664
PAY-0000665,CRT-00007,2054.74,2026-02-02,SYNBANK-068555,MONTH_END,PAID,LIVE_HOST,SRCREF-0000665
PAY-0000666,CRT-00052,0.0,2026-04-24,SYNBANK-583476,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000666
PAY-0000667,CRT-00043,2351.18,2026-04-08,SYNBANK-483885,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000667
PAY-0000668,CRT-00020,0.0,2026-02-25,SYNBANK-217339,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000668
PAY-0000669,CRT-00007,1948.28,2026-02-03,SYNBANK-073411,MONTH_END,PAID,LIVE_HOST,SRCREF-0000669
PAY-0000670,CRT-00073,0.0,2026-05-30,SYNBANK-819754,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000670
PAY-0000671,CRT-00079,1177.83,2026-06-10,SYNBANK-889848,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000671
PAY-0000672,CRT-00083,2024.98,2026-06-18,SYNBANK-941090,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000672
PAY-0000673,CRT-00077,1238.57,2026-06-06,SYNBANK-864335,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000673
PAY-0000674,CRT-00033,0.0,2026-03-21,SYNBANK-366219,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000674
PAY-0000675,CRT-00049,7445.42,2026-04-19,SYNBANK-556410,MONTH_END,PENDING,OTHER_SERVICE,SRCREF-0000675
PAY-0000676,CRT-00018,0.0,2026-02-23,SYNBANK-199758,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000676
PAY-0000677,CRT-00063,0.0,2026-05-14,SYNBANK-715905,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000677
PAY-0000678,CRT-00046,0.0,2026-04-13,SYNBANK-515246,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000678
PAY-0000679,CRT-00001,823.99,2026-01-23,SYNBANK-003494,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000679
PAY-0000680,CRT-00001,0.0,2026-01-24,SYNBANK-010183,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000680
PAY-0000681,CRT-00039,0.0,2026-03-31,SYNBANK-432992,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000681
PAY-0000682,CRT-00030,0.0,2026-03-16,SYNBANK-336674,DAY_16,PAID,CREATOR_CONTENT,SRCREF-0000682
PAY-0000683,CRT-00017,2370.48,2026-02-21,SYNBANK-189343,MONTH_END,REVIEW,OTHER_SERVICE,SRCREF-0000683
PAY-0000684,CRT-00011,700.68,2026-02-10,SYNBANK-115760,MONTH_END,PENDING,LIVE_HOST,SRCREF-0000684
PAY-0000685,CRT-00045,1146.25,2026-04-12,SYNBANK-508690,MONTH_END,PAID,CREATOR_CONTENT,SRCREF-0000685
